model,follower_make,follower_position,run,n_train,n_heldout,n_cp_heldout,rmse_full_heldout_sample,rmse_cp_heldout_sample,rmse_full_train_sample,rmse_cp_train_sample,kappa_sample,v_max_sample,s_c_sample,w_sample,rmse_full_heldout_phase,rmse_cp_heldout_phase,rmse_full_train_phase,rmse_cp_train_phase,kappa_phase,v_max_phase,s_c_phase,w_phase
ovm,Audi A6,2,040719_platoon5,8729,3741,61,2.346327333225703,3.42739783003839,2.2504500872473634,3.747479270262278,0.1396035547024692,31.446605960515978,18.74174611494911,11.895108110560193,2.5822843594778493,3.5357315719935762,2.3545635646015395,3.6327266687116055,0.14103619401947376,32.13196453499737,18.459657994888467,14.266016137907267
ovm,BMW X5,3,040719_platoon5,8729,3741,77,8.386716579563549,11.872505849054253,3.5307961325266923,5.475365068052053,0.20304817965070088,36.171695545618604,20.211064713547746,17.14067560006731,8.397615654360846,11.704536549918164,3.7666570318148382,5.340829432981546,0.1862621254400212,35.92613181168664,22.139181030950887,15.27243235339813
ovm,Mercedes AClass,4,040719_platoon5,8729,3741,92,3.136726633881801,3.7067140257569684,2.8230077093388597,3.101645445076776,0.23512139025015366,33.97879221129949,17.746812840164594,16.366752292750036,3.087111531221968,3.5626101249781446,2.8448841675896244,3.0691655875662907,0.22407167066744504,34.548981040468135,17.9197684547966,17.39960915301365
ovm,Tesla Model3,5,040719_platoon5,8729,3741,99,3.4468591109875466,4.047014823449074,4.592083639197483,4.877260081622023,0.31515421295924284,34.83330483674649,21.275708463344134,13.77238668103963,3.58722080289323,4.144008123954868,4.629258475223127,4.834225168548452,0.29190094807911926,35.150469997617954,21.931526034431403,14.067353513933659
