t,x_follower,v_follower,a_follower,x_leader,v_leader,a_leader,leader_length,spacing,dv
1.0,0.0,0.014444444,0.0010101099999999972,4.495423647800807,0.013333333,0.048484849999999954,0.0,4.495423647800807,0.0011111110000000014
1.1,0.0013277422312860665,0.014545455,0.0,4.496999405350808,0.018181818,0.0,0.0,4.495671663119522,-0.0036363629999999984
1.2000000000000002,0.0031965945150709274,0.014444444,0.004545449999999479,4.498575162900807,0.013333333,-0.004545455000000573,0.0,4.495378568385736,0.0011111110000000014
1.3000000000000005,0.005111744668719886,0.0154545449999999,-0.011111110000000077,4.500105465900807,0.0172727269999999,-0.005555555000000184,0.0,4.494993721232087,-0.0018181820000000015
1.4000000000000004,0.007180782866956115,0.012222222,-0.013636360000000056,4.501580213350808,0.012222222,-0.013636359999999598,0.0,4.494399430483852,0.0
1.5000000000000004,0.008159380940006677,0.0127272729999999,-0.005555555000000011,4.502918597200807,0.014545455,0.02777777999999953,0.0,4.4947592162608005,-0.0018181820000001004
1.6000000000000003,0.010165834860315748,0.011111111,0.004545454999999907,4.504534758850808,0.0177777779999999,0.009090904999999594,0.0,4.494368923990492,-0.0066666669999999005
1.7000000000000006,0.01228396073999427,0.0136363639999999,0.011111109999999438,4.506241829550808,0.0163636359999999,-0.01666666999999948,0.0,4.4939578688108135,-0.002727272000000001
1.8000000000000007,0.014377692173648704,0.0133333329999999,-0.00454545499999949,4.507782233550808,0.014444444,-0.004545455000000004,0.0,4.493404541377159,-0.0011111110000001003
1.9000000000000008,0.016108324354498826,0.012727273,0.011111114999999977,4.509277183000807,0.0154545449999999,0.0,0.0,4.4931688586463085,-0.0027272719999998987
2.000000000000001,0.017202227469973685,0.0155555559999999,0.0,4.510772132450807,0.014444444,0.018181820000000487,0.0,4.493569904980833,0.0011111119999998986
2.100000000000001,0.019871828190718865,0.012727273,-0.005555559999999987,4.512448900100807,0.019090909,0.027777779999999475,0.0,4.492577071910088,-0.006363635999999999
2.200000000000001,0.0220084894863799,0.0144444439999999,0.004545454999999948,4.5144034455508075,0.0199999999999999,-0.009090910000000105,0.0,4.492394956064428,-0.005555556
2.3000000000000007,0.024490963031635893,0.013636364,-1.3877787807814457e-17,4.516267081900807,0.017272727,-9.71445146547012e-17,0.0,4.491776118869171,-0.003636363000000002
2.400000000000001,0.025810991734658728,0.0144444439999999,-4.718447854656915e-16,4.5181307182508075,0.0199999999999999,-3.885780586188048e-16,0.0,4.492319726516149,-0.005555556
2.5000000000000013,0.028748248703620582,0.0136363639999999,-0.011111109999999487,4.519994354600807,0.0172727269999999,-0.0166666649999999,0.0,4.491246105897186,-0.003636363000000002
2.6000000000000014,0.030516212434236856,0.012222222,0.013636360000000125,4.521691324300807,0.0166666669999999,-0.01363635999999957,0.0,4.49117511186657,-0.004444444999999899
2.700000000000001,0.03228892233010594,0.0163636359999999,-0.00555555499999958,4.523251930400807,0.014545455,-0.005555554999999629,0.0,4.490963008070701,0.0018181809999998997
2.8000000000000016,0.03502747195944522,0.011111111,-0.013636359999999806,4.524756980950808,0.015555556,0.009090904999999955,0.0,4.4897295089913625,-0.004444445
2.9000000000000017,0.03736137644008064,0.0136363639999999,0.00555555499999999,4.526352940550807,0.016363636,0.022222219999998974,0.0,4.4889915641107265,-0.0027272720000001017
3.0000000000000018,0.03957101050963985,0.012222222,0.0,4.528171122350807,0.0199999999999998,-0.01818181499999999,0.0,4.488600111841167,-0.0077777779999998
3.100000000000002,0.04132069114903558,0.0136363639999999,0.00555555499999999,4.5298074860008075,0.012727273,-0.01111110999999898,0.0,4.488486794851772,0.0009090909999998984
3.200000000000002,0.04387620418560001,0.013333333,0.0181818150000001,4.531332738550807,0.017777778,0.027272724999999415,0.0,4.487456534365207,-0.004444445000000002
3.3000000000000016,0.04575183204993838,0.0172727269999999,0.005555554999999671,4.533130718350807,0.0181818179999999,-0.011111110000000451,0.0,4.487378886300869,-0.0009090909999999973
3.4000000000000017,0.04838472229955748,0.0144444439999999,-0.01818181499999999,4.534817587050807,0.0155555559999999,-0.02727272499999897,0.0,4.48643286475125,-0.0011111119999999992
3.5000000000000018,0.05012166240112936,0.0136363639999999,-0.00555555499999949,4.536231728500807,0.0127272730000001,0.027777774999999172,0.0,4.486110066099678,0.0009090909999997995
3.6000000000000023,0.05147488440366654,0.013333333,5.551115123125783e-16,4.537923647700807,0.0211111109999998,0.004545454999997964,0.0,4.48644876329714,-0.007777777999999801
3.7000000000000015,0.05396903737540093,0.013636364,0.0055555549999994625,4.539661021450807,0.0136363639999999,-0.03888888999999911,0.0,4.485691984075406,1.0061396160665481e-16
3.8000000000000025,0.05564429957172301,0.0144444439999999,-0.009090910000000098,4.541009506300807,0.0133333330000001,0.0181818149999996,0.0,4.485365206729084,0.0011111109999998002
3.9000000000000026,0.056883687726597465,0.011818182,-0.011111109999999494,4.542539809300807,0.0172727269999998,-0.005555554999999997,0.0,4.48565612157421,-0.0054545449999998
4.000000000000003,0.058814250751875186,0.012222222,0.01363636500000242,4.544014556750807,0.0122222220000001,-7.216449660063518e-16,0.0,4.485200305998932,-1.0061396160665481e-16
4.100000000000003,0.06046067722169113,0.0145454550000005,0.09444444500000607,4.5454893042008075,0.0172727269999997,-0.005555555000000496,0.0,4.485028626979116,-0.0027272719999991996
4.200000000000003,0.06343852767847835,0.0311111110000011,0.29090909000000453,4.546908496100807,0.0111111110000001,0.004545455000001017,0.0,4.4834699684223285,0.020000000000001
4.3000000000000025,0.06961521945569427,0.0727272730000012,0.4444444450000019,4.548373142550807,0.0181818179999999,0.01666666499999997,0.0,4.478757923095113,0.054545455000001304
4.400000000000003,0.081384518797047,0.1200000000000016,0.5363636349999981,4.550004455650807,0.014444444,-0.01818181499999999,0.0,4.46861993685376,0.1055555560000016
4.500000000000004,0.09826708863635147,0.180000000000002,0.583333335,4.551453950600807,0.0145454549999999,-0.01111111000000032,0.0,4.453186861964456,0.1654545450000021
4.600000000000003,0.12035144917919549,0.2366666670000018,0.545454545000001,4.552792334450808,0.012222222,-7.216449660063518e-16,0.0,4.432440885271612,0.2244444450000018
4.700000000000003,0.1490680116928198,0.2890909090000013,0.5111111099999979,4.554130718300807,0.0145454549999998,-0.011111109999999182,0.0,4.405062706607987,0.27454545400000147
4.800000000000003,0.18239891981797385,0.3388888890000014,0.44545454499999737,4.5553579910508075,0.0100000000000001,1.0130785099704553e-15,0.0,4.372959071232834,0.3288888890000013
4.900000000000004,0.21940223049449425,0.3781818180000012,0.3722222199999963,4.556585263800807,0.014545455,0.03333333499999831,0.0,4.337183033306313,0.36363636300000124
5.000000000000004,0.26087594283846105,0.413333333000001,0.3136363649999965,4.558145869900807,0.0166666669999998,-0.004545455000000975,0.0,4.297269927062346,0.3966666660000012
5.100000000000003,0.3059115371532659,0.4409090910000005,0.21666666999999729,4.5596610214508075,0.0136363639999999,-0.0166666699999993,0.0,4.253749484297542,0.4272727270000006
5.200000000000004,0.3534531478889855,0.4566666670000002,0.0954545449999964,4.561009506300807,0.013333333,4.996003610813204e-16,0.0,4.207556358411821,0.4433333340000002
5.300000000000004,0.4014567049291262,0.4599999999999998,-0.011111115000003835,4.562357991150807,0.013636364,0.005555554999999518,0.0,4.160901286221681,0.4463636359999998
5.400000000000004,0.4488234097668826,0.4544444439999995,-0.09545454500000305,4.563762031550807,0.0144444439999999,-0.004545454999999518,0.0,4.114938621783924,0.4399999999999996
5.5000000000000036,0.4958672615817754,0.4409090909999993,-0.15555555500000384,4.565120617400807,0.0127272730000001,0.011111114999999352,0.0,4.069253355819032,0.4281818179999992
5.600000000000002,0.5411276678448571,0.4233333329999989,-0.1999999999999984,4.566590314400807,0.0166666669999997,-0.004545454999999407,0.0,4.02546264655595,0.40666666599999923
5.700000000000005,0.5839015968598775,0.4009090909999992,-0.1999999999999964,4.568014556850807,0.0118181819999999,-0.027777779999996567,0.0,3.9841129599909295,0.3890909089999993
5.8000000000000025,0.6242735723431876,0.3833333329999994,-0.15454545499999717,4.569161021500808,0.0111111110000002,0.027272724999998388,0.0,3.94488744915762,0.3722222219999992
